"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
1248,"80","RL",69,12328,"Missing","IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ",539,"Unf",1012,"GasA","TA","Y","SBrkr",1034,0,1034,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",3,888,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2010,"WD","Normal",169900,0,"0",1,"3","Q2",34,34,1,2,0,1,0.467391304347826,0,0.916125892277742,150124.519695131
1249,"75","RM",60,9600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",6,5,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",735,"OthW","Fa","N","SBrkr",1134,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,396,"Fa","Fa","P",0,0,259,0,0,"No Fence",0,2008,"WD","Normal",129500,0,"0",1,"1","Q2",91,58,1,2,0.814814814814815,0.551020408163265,0.565986394557823,0,0.881875,147106.504711006
1251,"20","RL",93,11160,"Missing","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam",7,5,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",1065,"Unf",2110,"GasA","Ex","Y","SBrkr",2110,0,2110,1,0,2,1,3,1,"Ex",8,"Typ",2,"TA","Attchd","Fin",2,522,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2010,"WD","Normal",244000,0,"0",1,"2","Q2",42,42,1,2,0,1,0.495260663507109,0.222222222222222,0.810931899641577,269996.102929908
1252,"120","RL",69,3136,"Missing","IR1","Lvl","Corner","Gtl","NridgHt","Norm","TwnhsE",7,5,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1405,"GasA","Ex","Y","SBrkr",1405,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,478,"TA","TA","Y",148,36,0,0,0,"No Fence",0,2006,"WD","Normal",171750,0,"0",1,"4","Q1",3,3,2,0,0,1,1,0.111111111111111,0.551977040816326,194380.413317658
1253,"20","RL",62,9858,"Missing","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",510,"Unf",864,"GasA","TA","Y","SBrkr",874,0,874,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","RFn",1,288,"TA","TA","Y",33,0,0,0,0,"GdWo",600,2009,"WD","Normal",130000,0,"1",1,"2","Q4",41,41,1,2,0,1,0.409722222222222,0,0.911341042807872,115369.527362933
1254,"60","RL",69,17542,"Missing","IR1","Lvl","Inside","Gtl","Veenker","Norm","1Fam",7,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","Gd","LwQ",125,"ALQ",1192,"GasA","TA","Y","SBrkr",1516,0,2167,1,0,2,1,3,1,"Gd",9,"Typ",2,"Gd","Attchd","RFn",2,518,"TA","TA","Y",220,47,0,0,0,"MnPrv",0,2007,"WD","Normal",294000,0,"0",1,"4","Q3",33,4,1,2,0.429419525065963,0.699584679280111,0.0302013422818792,0,0.913578839356972,251572.287432333
1256,"50","RM",52,6240,"Missing","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam",6,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",884,"GasA","TA","Y","FuseA",959,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,560,"TA","TA","Y",0,0,0,0,120,"No Fence",0,2007,"WD","Normal",127500,0,"0",1,"1","Q4",76,57,1,2,0.425443169968717,0.701536210680322,0.519230769230769,0,0.846314102564103,140573.782342851
1257,"20","RL",91,14303,"Missing","IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam",8,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",554,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1314,"Unf",1986,"GasA","Ex","Y","SBrkr",1987,0,1987,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,691,"TA","TA","Y",262,36,0,0,0,"No Fence",0,2008,"WD","Normal",301500,0,"0",1,"4","Q3",14,14,1,2,0,1,0.338368580060423,0.111111111111111,0.86107809550444,300638.76577802
1258,"30","RL",56,4060,"Missing","Reg","Lvl","Corner","Gtl","Edwards","Feedr","1Fam",5,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",864,"GasA","Ex","Y","SBrkr",864,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","Y",0,96,0,0,0,"No Fence",0,2009,"WD","Normal",99900,0,"0",1,"1","Q3",87,59,1,0,0,1,1,0.111111111111111,0.787192118226601,90114.4250134455
1259,"80","RL",59,9587,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",655,"Unf",856,"GasA","Ex","Y","SBrkr",1166,0,1166,1,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Attchd","Fin",2,400,"TA","TA","Y",212,0,0,0,0,"No Fence",0,2008,"WD","Normal",190000,0,"0",1,"4","Q3",3,3,1,2,0,1,0.23481308411215,0.111111111111111,0.878376968811933,191087.532835489
1260,"20","RL",65,9750,"Missing","Reg","Lvl","FR2","Gtl","NAmes","Norm","1Fam",6,8,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"LwQ",1054,"GasA","Gd","Y","SBrkr",1054,0,1054,1,0,1,1,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,460,"TA","TA","Y",180,0,0,0,80,"No Fence",0,2008,"WD","Normal",151000,0,"0",1,"2","Q3",39,39,1,2,0,1,0.0132827324478178,0,0.891897435897436,159491.71207156
1262,"20","RL",80,9600,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,6,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",1050,"GasA","Gd","Y","SBrkr",1050,0,1050,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,338,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2009,"WD","Normal",128900,0,"0",1,"2","Q2",53,53,1,2,0,1,0.52,0,0.890625,121776.401433189
1264,"70","RL",60,13515,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam",6,6,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",764,"GasA","Ex","Y","FuseA",1060,0,1824,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,520,"TA","TA","N",0,0,126,0,0,"GdPrv",0,2007,"WD","Normal",180500,0,"0",1,"1","Q3",88,57,1,0,0.720754716981132,0.581140350877193,1,0.111111111111111,0.92156862745098,162775.298387683
1265,"120","RH",34,4060,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE",6,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",1405,"GasA","Ex","Y","SBrkr",1337,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Attchd","Fin",2,511,"TA","TA","Y",144,68,0,0,0,"No Fence",0,2008,"COD","Abnorml",181000,0,"0",1,"4","Q3",10,9,1,2,0,1,0.81067615658363,0.111111111111111,0.670689655172414,159063.701880699
1266,"160","FV",35,3735,"Missing","Reg","Lvl","FR3","Gtl","Somerst","Norm","TwnhsE",7,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",691,"GasA","Ex","Y","SBrkr",713,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,"No Fireplace","Detchd","Unf",2,506,"TA","TA","Y",0,34,0,0,0,"No Fence",0,2006,"WD","Normal",183900,0,"0",1,"4","Q1",7,7,1,2,1.03646563814867,0.491046831955923,0.34876989869754,0.111111111111111,0.809103078982597,177471.407296502
1267,"190","RM",60,10120,"Missing","IR1","Bnk","Inside","Gtl","OldTown","Feedr","2fmCon",7,4,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",925,"GasA","TA","N","FuseF",964,0,1889,0,0,1,1,4,2,"TA",9,"Typ",1,"Gd","Detchd","Unf",1,308,"TA","TA","N",0,0,264,0,0,"MnPrv",0,2007,"WD","Normal",122000,0,"0",1,"1","Q1",97,57,1,0,0.95954356846473,0.510322922181048,1,0,0.904743083003953,125273.89160113
1268,"20","RL",89,13214,"Missing","IR1","HLS","Inside","Gtl","Timber","Norm","1Fam",9,5,"Hip","CompShg","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",2002,"GasA","Ex","Y","SBrkr",2018,0,2018,0,0,2,0,3,1,"Ex",10,"Typ",1,"Gd","Attchd","Fin",3,746,"TA","TA","Y",144,76,0,0,0,"No Fence",0,2010,"WD","Normal",378500,0,"0",1,"4","Q2",2,1,2,0,0,1,1,0.444444444444444,0.847283184501286,327530.912211014
1269,"50","RL",69,14100,"Missing","IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam",8,9,"Gable","CompShg","Stucco","Stucco","BrkFace",632,"TA","Gd","CBlock","TA","TA","Mn","Rec",192,"Unf",728,"GasA","Ex","Y","SBrkr",1968,0,3447,0,0,3,1,4,1,"Gd",11,"Typ",2,"Gd","BuiltIn","Unf",3,1014,"TA","TA","Y",314,12,0,0,0,"GdWo",0,2008,"WD","Normal",381000,0,"0",1,"4","Q2",73,11,1,2,0.751524390243902,0.570931244560487,0.736263736263736,0.111111111111111,0.860425531914894,367605.41786574
1271,"40","RL",69,23595,"Missing","Reg","Low","Inside","Sev","ClearCr","Norm","1Fam",7,6,"Shed","WdShake","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",1332,"GasA","TA","Y","SBrkr",1332,0,1524,2,0,0,1,0,1,"Gd",4,"Typ",1,"TA","Attchd","Fin",2,586,"TA","TA","Y",268,0,0,0,0,"No Fence",0,2010,"WD","Normal",260000,0,"0",1,"3","Q2",31,31,1,2,0.144144144144144,0.874015748031496,0.0555555555555556,0,0.94354736172918,227795.674758858
1272,"20","RL",69,9156,"Missing","IR1","Lvl","Inside","Gtl","NWAmes","PosN","1Fam",6,7,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1489,"GasA","Gd","Y","SBrkr",1489,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,462,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2009,"WD","Normal",185750,0,"0",1,"2","Q3",41,41,1,0,0,1,1,0,0.837374399301005,166828.544460144
1273,"20","RL",69,13526,"Missing","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam",5,6,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","TA","TA","No","BLQ",560,"LwQ",935,"GasA","TA","Y","SBrkr",935,0,935,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,288,"TA","TA","Y",180,0,0,0,0,"MnPrv",0,2006,"WD","Normal",137000,0,"0",1,"2","Q4",41,41,2,2,0,1,0,0,0.930873872541771,130619.749567505
1275,"50","RL",53,5362,"Missing","Reg","Lvl","Corner","Gtl","Crawfor","Norm","1Fam",5,6,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",661,"GasA","Ex","Y","SBrkr",661,0,1250,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,552,"TA","TA","Y",242,0,81,0,0,"No Fence",0,2007,"WD","Normal",139000,0,"0",1,"4","Q4",97,4,2,0,0.8910741301059,0.5288,1,0.111111111111111,0.876725102573667,150243.040159121
1276,"90","RL",95,11345,"Missing","Reg","Lvl","Corner","Gtl","NAmes","Feedr","Duplex",5,5,"Gable","Roll","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",928,"GasA","Gd","Y","FuseA",928,0,1920,0,0,2,0,4,2,"TA",10,"Typ",0,"No Fireplace","Detchd","Unf",2,400,"TA","Fa","Y",0,0,0,0,0,"No Fence",0,2007,"WD","Normal",137000,0,"0",1,"1","Q3",59,57,1,2,1.06896551724138,0.483333333333333,0.762931034482759,0,0.918201851035699,134361.333865881
1278,"80","RL",69,17871,"Missing","IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","Gd","TA","Av","ALQ",528,"Unf",1680,"GasA","Fa","Y","SBrkr",1724,0,1724,1,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd","RFn",2,480,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2009,"WD","Normal",197900,0,"0",1,"3","Q2",42,33,1,2,0,1,0.685714285714286,0,0.903530860052599,192662.623598443
1279,"60","RL",75,9473,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",804,"Unf",1128,"GasA","Ex","Y","SBrkr",1128,0,2031,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,577,"TA","TA","Y",0,211,0,0,0,"No Fence",0,2008,"WD","Normal",237000,0,"0",1,"4","Q1",6,6,1,2,0.800531914893617,0.555391432791728,0.287234042553192,0.111111111111111,0.880924733452972,241028.134203312
1280,"50","C (all)",60,7500,"Missing","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam",4,4,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",698,"GasA","TA","Y","FuseA",698,0,1128,0,0,1,0,2,1,"TA",6,"Typ",0,"No Fireplace","Detchd","RFn",2,528,"TA","TA","Y",30,0,164,0,0,"No Fence",0,2010,"COD","Abnorml",68400,0,"0",1,"1","Q2",90,60,1,0,0.616045845272206,0.618794326241135,1,0,0.906933333333333,73036.8499419661
1283,"20","RL",61,8800,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",5,7,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",532,"Rec",1040,"GasA","TA","Y","SBrkr",1040,0,1040,0,0,2,0,3,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",2,484,"TA","TA","Y",0,0,0,0,288,"No Fence",0,2009,"WD","Normal",150500,0,"0",1,"4","Q3",32,1,1,2,0,1,0.35,0,0.881818181818182,154820.953021276
1284,"90","RL",94,9400,"Missing","Reg","Low","Corner","Gtl","Mitchel","Norm","Duplex",6,5,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",912,"GasA","TA","Y","SBrkr",912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","Y",128,0,0,0,0,"No Fence",0,2010,"WD","Normal",139000,0,"0",1,"3","Q2",39,39,2,0,1,0.5,1,0,0.902978723404255,134199.954727786
1285,"50","RL",50,9638,"Missing","Reg","Lvl","Inside","Gtl","SWISU","Feedr","1Fam",6,7,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",804,"GasA","Ex","Y","SBrkr",1699,0,2447,0,0,2,0,4,1,"Gd",10,"Min2",1,"Gd","Detchd","Unf",1,336,"TA","TA","Y",272,0,42,0,116,"No Fence",0,2010,"WD","Normal",169000,0,"0",1,"3","Q1",91,20,2,0,0.440258975868158,0.694319574989783,1,0.111111111111111,0.823718613820295,183225.623962806
1286,"50","RM",50,6000,"Missing","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",780,"GasA","Ex","Y","FuseF",825,0,1412,0,0,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,280,"TA","TA","Y",45,0,0,0,0,"No Fence",0,2009,"WD","Normal",132500,0,"0",1,"1","Q2",70,59,1,0,0.711515151515152,0.584277620396601,1,0.111111111111111,0.8625,135448.193757438
1288,"20","RL",69,36500,"Missing","IR1","Low","Inside","Mod","ClearCr","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","TA","TA","Av","Rec",812,"Unf",1624,"GasA","Fa","Y","SBrkr",1582,0,1582,0,1,2,0,4,1,"TA",7,"Typ",0,"No Fireplace","Attchd","Unf",2,390,"TA","TA","N",168,198,0,0,0,"No Fence",0,2006,"WD","Normal",190000,0,"0",1,"2","Q2",42,42,1,2,0,1,0.5,0,0.956657534246575,175208.745102828
1289,"120","RL",40,5664,"Missing","IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1158,"Unf",1501,"GasA","Ex","Y","SBrkr",1659,0,1659,1,0,2,0,2,1,"Ex",5,"Typ",1,"Ex","Attchd","Fin",2,499,"TA","TA","Y",212,59,0,0,0,"No Fence",0,2009,"WD","Normal",278000,0,"0",1,"4","Q4",9,9,2,2,0,1,0.228514323784144,0.333333333333333,0.707097457627119,270114.066959997
1291,"80","RL",69,14112,"Missing","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam",5,7,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",1014,"Unf",1152,"GasA","TA","Y","SBrkr",1152,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn",2,484,"TA","TA","Y",227,0,0,0,0,"No Fence",0,2010,"WD","Normal",180500,0,"0",1,"2","Q2",46,46,2,2,0,1,0.119791666666667,0,0.918367346938776,162384.987153747
1293,"70","RM",60,6600,"Missing","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam",5,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,"Unf",994,"GasA","TA","N","SBrkr",1378,0,2372,0,0,2,0,4,2,"TA",11,"Min2",0,"No Fireplace","Attchd","RFn",1,432,"TA","TA","Y",0,287,0,0,0,"No Fence",0,2009,"WD","Normal",107500,0,"0",1,"2","Q4",117,44,1,0,0.72133526850508,0.580944350758853,1,0,0.791212121212121,128647.852374481
1295,"20","RL",60,8172,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",5,7,"Hip","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",167,"Unf",864,"GasA","TA","Y","SBrkr",864,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,572,"TA","TA","N",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",115000,0,"0",1,"3","Q2",51,16,2,2,0,1,0.806712962962963,0,0.894273127753304,118127.793408512
1300,"20","RL",75,7500,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,7,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",1246,"GasA","Ex","Y","SBrkr",1246,0,1246,1,0,1,1,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",1,305,"TA","TA","Y",218,0,0,0,0,"GdPrv",0,2010,"WD","Normal",154000,0,"0",1,"4","Q2",51,16,1,2,0,1,0,0.111111111111111,0.833866666666667,155861.555973549
1303,"60","RL",92,10120,"Missing","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",1165,"GasA","Ex","Y","SBrkr",1203,0,2526,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,844,"TA","TA","Y",309,78,0,0,0,"No Fence",0,2006,"WD","Normal",290000,0,"0",1,"4","Q4",12,12,1,2,1.0997506234414,0.47624703087886,0.36480686695279,0.111111111111111,0.881126482213439,304386.292866096
1308,"20","RL",60,8072,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Gd","No","ALQ",746,"Unf",990,"GasA","Ex","Y","SBrkr",990,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,480,"TA","TA","Y",0,64,0,0,0,"No Fence",0,2009,"WD","Normal",138000,0,"0",1,"4","Q2",15,14,1,2,0,1,0.246464646464646,0.111111111111111,0.877353815659068,142494.051271109
1309,"20","RM",100,12000,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",144,"ALQ",924,"GasA","Ex","Y","SBrkr",1122,0,1122,1,0,1,0,2,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","Unf",2,528,"TA","TA","Y",0,36,0,0,0,"GdWo",0,2008,"WD","Normal",147000,0,"0",1,"4","Q2",60,3,1,2,0,1,0.186147186147186,0.111111111111111,0.9065,142271.887673225
1311,"20","RL",100,17500,"Missing","Reg","Lvl","Inside","Gtl","Crawfor","PosA","1Fam",7,8,"Gable","CompShg","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",1902,"GasA","TA","Y","SBrkr",1902,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd","Fin",2,567,"TA","TA","Y",0,207,162,0,0,"No Fence",0,2010,"WD","Normal",335000,0,"0",1,"4","Q2",51,8,2,2,0,1,0.260778128286015,0.111111111111111,0.891314285714286,305688.606042837
1313,"60","RL",69,9572,"Missing","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam",8,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",482,"Unf",1453,"GasA","Ex","Y","SBrkr",1453,0,2810,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd","RFn",2,750,"Gd","Gd","Y",500,0,0,0,0,"No Fence",0,2007,"WD","Normal",302000,0,"0",1,"3","Q2",17,17,1,2,0.933929800412939,0.517081850533808,0.668272539573297,0.333333333333333,0.848203092352695,329023.27520096
1315,"20","RL",60,8190,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",4,6,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",732,"Unf",948,"GasA","Ex","Y","SBrkr",948,0,948,1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd","Unf",1,280,"TA","TA","Y",0,36,0,0,0,"No Fence",0,2007,"WD","Normal",119000,0,"0",1,"2","Q4",53,53,1,2,0,1,0.227848101265823,0.111111111111111,0.884249084249084,111208.888987874
1316,"60","RL",85,11075,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",500,"LwQ",952,"GasA","TA","Y","SBrkr",1092,0,2112,0,0,2,1,4,1,"TA",9,"Typ",2,"Gd","Attchd","Unf",2,576,"TA","TA","Y",280,0,0,0,0,"No Fence",0,2008,"WD","Normal",206900,0,"0",1,"2","Q2",39,39,1,2,0.934065934065934,0.517045454545455,0.184873949579832,0,0.901399548532731,198445.475059588
1318,"120","FV",47,4230,"Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1352,"GasA","Ex","Y","SBrkr",1352,0,1352,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","RFn",2,466,"TA","TA","Y",0,241,0,0,0,"No Fence",0,2007,"New","Partial",208900,0,"0",1,"4","Q2",1,0,1,0,0,1,1,0.222222222222222,0.680378250591017,206630.841825076
1319,"20","RL",69,14781,"Missing","IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",1753,"GasA","Ex","Y","SBrkr",1787,0,1787,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,748,"TA","TA","Y",198,150,0,0,0,"No Fence",0,2006,"WD","Normal",275000,0,"0",1,"4","Q3",5,4,1,0,0,1,1,0.111111111111111,0.879101549286246,262587.165504894
1320,"20","RL",75,10215,"Missing","Reg","Bnk","Inside","Gtl","Edwards","Norm","1Fam",4,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",132,"TA","TA","PConc","TA","TA","No","ALQ",492,"Unf",864,"GasA","Ex","Y","SBrkr",948,0,948,0,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,248,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2007,"WD","Normal",111000,0,"0",1,"2","Q1",53,53,1,2,0,1,0.430555555555556,0.111111111111111,0.9071953010279,97375.8921215077
